customer_id,region,segment,signup_date,contract_length_months,tenure_days,support_tickets_last_year,satisfaction_score,avg_order_value,orders_last_year,discount_pct,late_payments_last_year,churned
CUST-03188,North America,Mid-Market,2025-10-26,1,247,4,7.8,108.01,6,0.039,0,0
CUST-03189,Latin America,SMB,2021-03-24,12,1924,3,10.0,242.83,7,0.06,0,0
CUST-03190,Latin America,Mid-Market,2024-12-26,1,551,1,5.4,147.87,10,0.094,0,1
CUST-03191,Europe,Enterprise,2024-05-13,12,778,1,6.4,191.18,3,0.092,0,0
CUST-03192,North America,SMB,2025-11-20,1,222,0,6.7,165.43,3,0.048,0,1
CUST-03193,APAC,Enterprise,2024-11-24,12,583,2,9.7,213.97,8,0.159,1,0
CUST-03194,North America,Mid-Market,2021-03-01,36,1947,1,7.6,97.54,1,0.085,0,0
CUST-03195,Latin America,SMB,2024-01-17,12,895,1,6.8,112.99,5,0.193,0,0
CUST-03196,APAC,Mid-Market,2025-05-30,12,396,4,8.9,86.88,11,0.129,0,0
CUST-03197,North America,SMB,2021-01-22,1,1985,2,5.8,81.17,5,0.03,0,0
CUST-03198,Latin America,Mid-Market,2022-03-28,12,1555,1,8.3,204.19,4,0.044,1,0
CUST-03199,Latin America,Mid-Market,2023-02-24,1,1222,4,7.0,93.12,9,0.157,1,0
CUST-03200,APAC,Mid-Market,2022-01-01,1,1641,1,9.2,169.89,5,0.088,2,0
CUST-03201,APAC,Mid-Market,2021-04-06,12,1911,3,8.2,219.79,5,0.123,0,0
CUST-03202,North America,SMB,2021-11-14,1,1689,0,8.5,222.04,3,0.019,0,1
CUST-03203,Europe,Mid-Market,2021-04-24,12,1893,4,7.1,320.2,4,0.194,0,0
CUST-03204,North America,Mid-Market,2025-03-15,24,472,1,6.4,114.97,6,0.121,0,0
CUST-03205,Europe,Mid-Market,2022-09-25,24,1374,2,6.4,106.61,7,0.065,0,0
CUST-03206,Latin America,SMB,2025-04-12,24,444,4,6.7,92.11,7,0.044,0,0
CUST-03207,North America,SMB,2022-04-06,12,1546,1,8.9,176.1,5,0.097,0,1
CUST-03208,Latin America,SMB,2024-01-16,24,896,0,7.5,101.23,4,0.153,0,0
CUST-03209,APAC,SMB,2023-07-26,24,1070,3,7.6,195.81,4,0.128,0,0
CUST-03210,Europe,SMB,2021-02-19,24,1957,1,4.2,31.71,7,0.123,0,0
CUST-03211,APAC,Mid-Market,2025-10-31,1,242,2,6.6,378.83,4,0.057,3,1
CUST-03212,Latin America,SMB,2025-06-29,12,366,0,9.4,244.1,10,0.055,0,0
CUST-03213,APAC,SMB,2022-07-26,1,1435,2,6.3,198.96,7,0.058,0,0
CUST-03214,APAC,Mid-Market,2022-05-24,12,1498,1,5.3,136.05,3,0.074,0,1
CUST-03215,Latin America,SMB,2025-01-22,12,524,6,8.6,72.59,7,0.102,0,1
CUST-03216,Latin America,SMB,2025-06-06,12,389,1,9.9,112.54,6,0.156,0,0
CUST-03217,North America,Mid-Market,2025-08-07,12,327,4,8.7,66.62,5,0.162,2,1
CUST-03218,APAC,SMB,2022-02-17,36,1594,5,5.7,80.42,5,0.079,1,1
CUST-03219,Latin America,Mid-Market,2024-11-17,24,590,3,6.8,213.72,8,0.143,0,0
CUST-03220,North America,Mid-Market,2023-11-07,12,966,6,5.9,140.56,10,0.127,0,1
CUST-03221,North America,Mid-Market,2024-09-29,12,639,4,5.3,99.96,8,0.095,0,1
CUST-03222,North America,Mid-Market,2024-07-13,36,717,3,9.5,132.92,5,0.062,0,0
CUST-03223,APAC,SMB,2024-02-02,12,879,2,8.8,160.2,3,0.015,0,0
CUST-03224,Latin America,SMB,2021-09-21,36,1743,0,7.7,120.62,4,0.022,0,0
CUST-03225,Europe,SMB,2021-10-08,1,1726,3,6.2,528.76,2,0.059,0,0
CUST-03226,APAC,Mid-Market,2021-01-01,12,2006,1,8.4,440.2,12,0.187,0,0
CUST-03227,Latin America,SMB,2021-12-20,1,1653,4,8.2,160.79,5,0.165,1,0
CUST-03228,North America,Enterprise,2025-08-09,12,325,2,10.0,66.42,7,0.082,0,0
CUST-03229,APAC,Mid-Market,2023-08-14,24,1051,3,8.5,57.68,7,0.028,1,0
CUST-03230,Latin America,SMB,2024-06-27,12,733,3,7.4,241.99,5,0.084,0,0
CUST-03231,Europe,Enterprise,2022-05-23,1,1499,0,9.1,144.24,10,0.172,1,0
CUST-03232,Europe,Mid-Market,2021-03-25,12,1923,1,7.3,127.52,6,0.16,0,0
CUST-03233,Europe,Mid-Market,2024-02-27,1,854,3,4.0,248.27,7,0.17,0,1
CUST-03234,Europe,SMB,2021-08-18,1,1777,1,8.2,301.75,5,0.12,0,0
CUST-03235,Latin America,Mid-Market,2022-08-19,1,1411,2,7.0,232.44,10,0.061,0,0
CUST-03236,Europe,Enterprise,2021-01-13,1,1994,0,7.8,79.47,8,0.173,0,0
CUST-03237,Europe,Enterprise,2025-11-27,12,215,2,5.2,86.23,7,0.026,0,0
CUST-03238,North America,SMB,2024-06-14,1,746,5,6.1,70.08,4,0.076,0,1
CUST-03239,North America,SMB,2021-01-20,1,1987,4,4.8,151.82,6,0.143,0,0
CUST-03240,North America,SMB,2022-12-18,1,1290,3,7.8,217.03,5,0.092,0,0
CUST-03241,Latin America,SMB,2023-08-05,1,1060,1,10.0,80.07,5,0.085,0,0
CUST-03242,Europe,SMB,2025-10-30,24,243,4,7.1,358.95,4,0.131,0,0
CUST-03243,APAC,Enterprise,2024-03-22,24,830,2,6.6,206.58,5,0.081,0,0
CUST-03244,Latin America,SMB,2024-12-25,12,552,0,6.0,72.43,7,0.113,1,0
CUST-03245,Europe,Enterprise,2023-08-04,24,1061,5,9.0,62.37,9,0.063,0,0
CUST-03246,Europe,Mid-Market,2023-09-24,1,1010,2,6.4,281.71,5,0.081,2,1
CUST-03247,APAC,Mid-Market,2023-12-17,1,926,2,9.0,184.54,4,0.111,0,1
CUST-03248,Europe,Enterprise,2021-08-25,12,1770,3,5.5,292.3,2,0.009,0,1
CUST-03249,North America,SMB,2025-07-07,1,358,1,9.0,236.76,11,0.086,1,0
CUST-03250,North America,SMB,2022-02-20,36,1591,1,8.3,85.15,4,0.063,1,0
CUST-03251,North America,SMB,2025-10-16,1,257,2,8.2,141.63,4,0.194,1,0
CUST-03252,APAC,Mid-Market,2021-11-18,24,1685,3,4.4,93.32,2,0.025,0,1
CUST-03253,Latin America,SMB,2022-10-25,1,1344,3,7.2,462.89,6,0.186,1,0
CUST-03254,APAC,SMB,2021-05-07,12,1880,2,6.5,222.15,3,0.162,0,0
CUST-03255,Latin America,SMB,2025-06-05,1,390,5,9.4,230.19,5,0.061,0,0
CUST-03256,North America,Enterprise,2022-07-05,12,1456,1,9.8,164.53,4,0.172,0,0
CUST-03257,APAC,SMB,2024-03-19,1,833,1,6.5,80.2,9,0.094,0,0
CUST-03258,APAC,SMB,2023-06-10,1,1116,3,7.3,212.19,7,0.072,0,0
CUST-03259,North America,Mid-Market,2021-06-08,1,1848,1,7.4,119.56,3,0.027,2,0
CUST-03260,Europe,SMB,2022-08-27,1,1403,1,6.7,151.39,10,0.175,0,0
CUST-03261,North America,SMB,2023-01-13,24,1264,2,7.5,174.85,9,0.007,1,0
CUST-03262,APAC,Enterprise,2022-03-10,1,1573,5,6.1,210.03,7,0.169,3,0
CUST-03263,Latin America,SMB,2021-07-12,12,1814,3,5.3,171.31,6,0.079,1,0
CUST-03264,Latin America,Enterprise,2024-06-17,12,743,3,10.0,73.12,7,0.021,0,0
CUST-03265,North America,Mid-Market,2025-06-22,24,373,4,6.8,232.57,5,0.159,1,0
CUST-03266,North America,SMB,2024-05-22,1,769,4,7.6,115.65,6,0.01,1,0
CUST-03267,APAC,Mid-Market,2024-08-11,1,688,4,8.0,138.06,9,0.044,1,0
CUST-03268,North America,Mid-Market,2023-11-03,1,970,4,7.5,205.01,5,0.188,0,0
CUST-03269,APAC,Mid-Market,2024-04-27,1,794,4,5.0,230.32,11,0.163,2,1
CUST-03270,APAC,Mid-Market,2025-09-18,1,285,2,7.5,171.49,7,0.007,0,0
CUST-03271,Europe,Mid-Market,2021-10-13,12,1721,4,6.2,223.25,10,0.049,0,0
CUST-03272,APAC,SMB,2025-11-25,1,217,3,8.5,332.35,6,0.104,0,0
CUST-03273,APAC,Mid-Market,2021-02-15,24,1961,1,7.1,195.17,10,0.142,0,0
CUST-03274,APAC,Mid-Market,2024-12-16,24,561,2,6.1,189.6,4,0.17,0,0
CUST-03275,Latin America,SMB,2025-01-01,1,545,1,6.9,178.35,5,0.053,1,0
CUST-03276,Europe,SMB,2023-09-08,24,1026,0,7.8,20.56,2,0.041,0,0
CUST-03277,APAC,Mid-Market,2025-03-10,36,477,3,6.9,90.29,6,0.064,0,0
CUST-03278,APAC,SMB,2025-10-02,1,271,6,6.7,158.55,10,0.066,0,1
CUST-03279,North America,SMB,2021-06-06,36,1850,0,10.0,185.5,3,0.042,0,0
CUST-03280,Latin America,Mid-Market,2022-05-19,24,1503,4,7.7,102.67,8,0.054,3,0
CUST-03281,Europe,SMB,2024-10-12,24,626,1,7.0,189.97,5,0.194,1,0
CUST-03282,North America,Mid-Market,2021-05-14,36,1873,1,7.7,131.24,5,0.155,0,0
CUST-03283,Latin America,SMB,2022-09-21,12,1378,3,7.2,95.1,4,0.132,1,1
CUST-03284,North America,SMB,2022-01-18,1,1624,4,10.0,387.14,8,0.034,0,1
CUST-03285,North America,Mid-Market,2024-12-30,1,547,3,7.3,83.91,7,0.124,2,1
CUST-03286,APAC,Mid-Market,2021-12-03,12,1670,7,8.5,143.05,10,0.192,0,0
CUST-03287,North America,SMB,2024-10-22,12,616,6,9.5,49.57,8,0.042,0,0
CUST-03288,APAC,Enterprise,2024-05-22,24,769,2,7.7,79.4,3,0.024,0,0
CUST-03289,APAC,Mid-Market,2023-12-02,12,941,4,7.8,63.46,7,0.042,1,0
CUST-03290,Latin America,Enterprise,2022-11-04,1,1334,4,5.0,281.5,11,0.055,0,0
CUST-03291,North America,SMB,2024-11-27,1,580,2,6.5,213.61,7,0.184,0,1
CUST-03292,Latin America,Mid-Market,2025-08-31,1,303,3,5.5,136.41,4,0.105,0,1
CUST-03293,Latin America,SMB,2023-01-28,12,1249,3,4.3,214.29,2,0.177,1,1
CUST-03294,North America,Mid-Market,2024-02-17,24,864,2,9.4,213.78,4,0.025,0,0
CUST-03295,Europe,SMB,2022-03-23,1,1560,3,8.5,145.75,7,0.05,0,0
CUST-03296,APAC,Mid-Market,2022-05-01,24,1521,4,4.7,143.12,11,0.02,2,1
CUST-03297,North America,Mid-Market,2022-10-19,24,1350,2,6.6,75.98,5,0.009,1,0
CUST-03298,Latin America,SMB,2023-02-27,1,1219,7,8.0,202.23,11,0.056,0,1
CUST-03299,North America,Mid-Market,2021-11-07,1,1696,2,7.2,96.62,7,0.174,0,0
CUST-03300,Europe,SMB,2023-08-17,24,1048,7,8.1,11.14,10,0.081,0,0
CUST-03301,APAC,Mid-Market,2021-11-06,24,1697,3,6.4,168.59,4,0.059,0,0
CUST-03302,Europe,Mid-Market,2021-08-16,24,1779,1,6.4,224.51,6,0.144,1,1
CUST-03303,Latin America,SMB,2024-08-27,12,672,5,7.8,283.7,3,0.076,0,0
CUST-03304,Europe,Mid-Market,2024-01-23,1,889,3,5.5,30.09,4,0.18,0,0
CUST-03305,North America,SMB,2024-09-06,24,662,0,5.0,116.43,7,0.077,2,0
CUST-03306,North America,Mid-Market,2022-12-23,12,1285,2,8.4,186.36,4,0.105,0,0
CUST-03307,Europe,SMB,2021-11-21,12,1682,4,8.5,292.29,2,0.124,0,0
CUST-03308,APAC,SMB,2024-05-23,36,768,7,6.2,239.48,5,0.07,0,0
CUST-03309,Europe,Enterprise,2021-07-20,1,1806,3,6.1,105.42,6,0.037,0,0
CUST-03310,APAC,Mid-Market,2021-10-09,24,1725,5,6.8,123.27,13,0.109,2,0
CUST-03311,North America,SMB,2022-04-01,24,1551,2,7.7,197.68,8,0.176,0,0
CUST-03312,APAC,Enterprise,2022-08-09,12,1421,4,10.0,80.04,6,0.034,0,0
CUST-03313,Europe,Mid-Market,2025-08-07,36,327,5,7.2,244.67,7,0.082,1,1
CUST-03314,Europe,Mid-Market,2022-01-15,1,1627,3,6.2,252.98,3,0.167,0,0
CUST-03315,Latin America,SMB,2023-05-18,1,1139,2,6.4,24.86,9,0.1,1,0
CUST-03316,APAC,Enterprise,2021-10-08,24,1726,3,8.8,197.59,6,0.106,1,0
CUST-03317,Latin America,Mid-Market,2025-09-11,12,292,1,7.0,195.7,5,0.14,0,0
CUST-03318,Latin America,Mid-Market,2022-10-01,1,1368,3,5.8,161.26,10,0.076,0,0
CUST-03319,APAC,Mid-Market,2021-03-10,12,1938,1,7.1,184.13,6,0.056,1,0
CUST-03320,North America,SMB,2024-05-21,12,770,4,4.4,357.12,5,0.025,0,1
CUST-03321,APAC,SMB,2021-03-26,1,1922,4,8.6,119.04,5,0.167,1,0
CUST-03322,Latin America,Mid-Market,2024-01-12,24,900,6,8.7,93.62,4,0.06,0,0
CUST-03323,Latin America,SMB,2025-08-22,12,312,1,8.8,129.65,4,0.156,0,0
CUST-03324,APAC,Mid-Market,2025-06-13,1,382,3,9.0,301.61,4,0.045,0,0
CUST-03325,Latin America,SMB,2022-08-28,1,1402,4,7.1,130.19,1,0.171,1,0
CUST-03326,Europe,SMB,2021-07-28,1,1798,1,7.0,85.82,10,0.195,0,0
CUST-03327,Europe,SMB,2022-10-13,1,1356,4,9.3,86.84,4,0.102,0,1
CUST-03328,North America,SMB,2022-07-02,12,1459,1,6.6,112.89,4,0.059,0,0
CUST-03329,APAC,SMB,2025-08-22,36,312,4,5.2,202.74,4,0.022,0,0
CUST-03330,North America,Mid-Market,2022-02-11,12,1600,2,6.9,120.07,8,0.09,1,0
CUST-03331,North America,SMB,2025-03-19,1,468,3,9.3,130.13,3,0.093,0,0
CUST-03332,Latin America,SMB,2021-08-28,1,1767,0,8.5,142.55,3,0.032,0,0
CUST-03333,North America,SMB,2022-03-02,1,1581,2,6.9,269.91,7,0.09,0,0
CUST-03334,Europe,Mid-Market,2021-02-16,12,1960,3,7.0,175.69,3,0.031,1,0
CUST-03335,Latin America,SMB,2021-01-13,1,1994,3,7.2,177.95,6,0.078,0,0
CUST-03336,Europe,Mid-Market,2022-08-08,12,1422,2,7.3,162.68,4,0.062,1,0
CUST-03337,North America,SMB,2025-08-04,1,330,4,7.7,505.78,4,0.029,0,1
CUST-03338,APAC,Mid-Market,2024-05-15,1,776,6,6.0,335.29,6,0.045,0,1
CUST-03339,APAC,SMB,2024-05-31,12,760,4,7.6,290.83,2,0.057,0,0
CUST-03340,North America,Mid-Market,2022-09-16,12,1383,1,6.1,142.8,2,0.066,0,0
CUST-03341,Europe,Enterprise,2022-06-05,24,1486,5,9.4,309.59,6,0.142,0,0
CUST-03342,Europe,SMB,2024-07-18,12,712,3,5.6,165.89,6,0.145,0,1
CUST-03343,Europe,Mid-Market,2025-11-23,24,219,1,5.6,277.41,8,0.047,0,1
CUST-03344,Latin America,SMB,2024-02-13,1,868,5,4.6,257.29,9,0.089,0,0
CUST-03345,APAC,Mid-Market,2023-02-16,12,1230,2,7.2,201.64,10,0.013,1,0
CUST-03346,North America,SMB,2023-04-18,1,1169,2,8.6,61.59,9,0.187,1,1
CUST-03347,Europe,Mid-Market,2022-10-29,36,1340,3,5.7,190.91,6,0.027,1,0
CUST-03348,Latin America,SMB,2024-05-22,12,769,1,5.6,139.41,9,0.025,1,0
CUST-03349,APAC,Mid-Market,2021-01-12,12,1995,1,5.5,81.04,5,0.071,0,0
CUST-03350,Latin America,SMB,2021-05-26,1,1861,2,9.3,378.61,6,0.113,0,0
CUST-03351,North America,Enterprise,2024-12-28,12,549,0,8.5,114.27,6,0.023,0,0
CUST-03352,APAC,SMB,2025-04-22,12,434,1,8.7,44.62,11,0.173,0,0
CUST-03353,APAC,SMB,2021-01-25,12,1982,4,9.9,117.54,3,0.075,1,0
CUST-03354,APAC,SMB,2024-08-25,12,674,0,7.8,172.91,8,0.015,1,0
CUST-03355,Latin America,Mid-Market,2024-04-02,24,819,3,8.2,119.35,8,0.192,2,0
CUST-03356,Latin America,SMB,2025-12-04,12,208,1,8.3,103.63,5,0.003,0,1
CUST-03357,Latin America,SMB,2021-05-10,12,1877,4,5.4,137.16,4,0.083,0,0
CUST-03358,APAC,SMB,2023-03-28,12,1190,2,5.3,40.81,7,0.122,0,0
CUST-03359,Latin America,Enterprise,2022-06-01,24,1490,3,6.1,387.95,12,0.084,0,0
CUST-03360,APAC,SMB,2021-09-28,1,1736,1,6.6,167.71,5,0.142,2,1
CUST-03361,APAC,SMB,2021-10-21,1,1713,2,7.0,191.54,5,0.093,0,0
CUST-03362,Latin America,Enterprise,2024-11-02,24,605,1,6.3,173.55,8,0.187,0,0
CUST-03363,Latin America,Enterprise,2024-11-22,1,585,2,8.8,142.82,6,0.119,0,0
CUST-03364,North America,SMB,2025-01-24,24,522,2,3.2,158.09,3,0.17,2,0
CUST-03365,APAC,Enterprise,2024-08-13,12,686,6,8.2,261.89,3,0.16,0,0
CUST-03366,Latin America,SMB,2025-04-08,24,448,5,7.8,78.88,5,0.111,1,0
CUST-03367,North America,SMB,2023-07-27,1,1069,3,7.5,144.21,2,0.064,0,0
CUST-03368,APAC,SMB,2024-08-24,12,675,0,5.3,282.63,13,0.15,0,1
CUST-03369,APAC,SMB,2022-02-17,1,1594,2,9.6,236.23,5,0.131,0,0
CUST-03370,North America,Enterprise,2022-02-07,24,1604,2,6.7,233.16,9,0.005,0,0
CUST-03371,APAC,SMB,2022-07-18,24,1443,2,6.8,447.67,1,0.086,0,0
CUST-03372,Latin America,Mid-Market,2024-08-21,24,678,1,6.8,97.05,7,0.059,0,0
CUST-03373,APAC,Enterprise,2021-04-08,1,1909,3,10.0,102.53,4,0.02,0,0
CUST-03374,APAC,Mid-Market,2024-02-27,1,854,4,9.7,138.61,4,0.025,0,1
CUST-03375,Europe,Enterprise,2025-05-23,1,403,2,8.3,454.25,14,0.067,1,1
CUST-03376,Latin America,SMB,2025-08-25,1,309,0,6.1,253.35,5,0.023,0,1
CUST-03377,North America,Mid-Market,2022-02-01,1,1610,2,8.6,127.21,7,0.089,1,1
CUST-03378,Latin America,SMB,2025-07-23,12,342,4,6.6,569.09,6,0.101,1,1
CUST-03379,North America,Mid-Market,2021-05-06,12,1881,3,4.8,259.19,4,0.008,0,1
CUST-03380,APAC,Mid-Market,2023-10-10,1,994,3,8.6,205.97,9,0.041,0,1
CUST-03381,Latin America,SMB,2024-10-11,12,627,4,8.0,196.44,2,0.091,1,0
CUST-03382,North America,SMB,2023-06-14,1,1112,4,10.0,50.83,7,0.127,0,0
CUST-03383,Latin America,SMB,2024-12-26,12,551,2,7.7,218.27,3,0.013,0,1
CUST-03384,North America,Enterprise,2021-03-11,12,1937,3,8.9,91.84,4,0.112,0,0
CUST-03385,APAC,SMB,2024-11-01,36,606,0,6.3,112.74,5,0.126,0,1
CUST-03386,Latin America,SMB,2021-03-28,24,1920,2,7.4,132.48,8,0.127,1,0
CUST-03387,Europe,Mid-Market,2024-03-27,36,825,2,8.1,126.72,2,0.007,0,0
CUST-03388,Europe,Mid-Market,2023-09-28,12,1006,2,6.8,216.78,8,0.021,0,1
CUST-03389,Latin America,Mid-Market,2023-06-11,12,1115,3,7.5,125.86,1,0.053,2,1
CUST-03390,APAC,SMB,2025-11-18,12,224,3,9.3,115.7,4,0.003,1,0
CUST-03391,North America,Mid-Market,2024-07-31,12,699,0,7.1,245.91,7,0.005,1,0
CUST-03392,Europe,SMB,2022-10-27,1,1342,1,8.2,253.3,3,0.16,0,0
CUST-03393,Europe,Mid-Market,2023-04-28,24,1159,2,5.2,124.68,3,0.17,0,0
CUST-03394,APAC,SMB,2025-03-25,24,462,3,8.5,100.79,3,0.006,0,0
CUST-03395,Latin America,Mid-Market,2024-11-11,24,596,0,6.8,129.16,6,0.04,0,0
CUST-03396,APAC,Mid-Market,2024-11-16,12,591,4,5.5,125.84,5,0.082,1,0
CUST-03397,North America,SMB,2023-04-04,24,1183,2,9.2,201.84,7,0.177,1,0
CUST-03398,North America,SMB,2024-12-01,1,576,1,7.9,81.14,9,0.195,0,0
CUST-03399,Latin America,SMB,2023-09-14,12,1020,2,5.6,115.04,12,0.108,1,0
CUST-03400,Europe,Mid-Market,2021-10-19,1,1715,2,8.4,246.08,8,0.005,0,0
CUST-03401,Latin America,SMB,2024-07-09,12,721,1,5.7,210.4,8,0.022,0,1
CUST-03402,APAC,SMB,2022-05-19,1,1503,5,6.2,103.84,6,0.027,0,0
CUST-03403,Latin America,SMB,2024-03-23,12,829,0,7.6,233.72,5,0.059,1,0
CUST-03404,APAC,SMB,2021-05-07,1,1880,0,5.5,235.16,4,0.088,0,1
CUST-03405,Europe,Mid-Market,2021-08-02,1,1793,4,7.2,134.91,7,0.117,1,0
CUST-03406,APAC,Mid-Market,2021-09-19,1,1745,3,9.1,266.49,9,0.002,0,0
CUST-03407,North America,SMB,2023-01-11,1,1266,2,6.2,176.59,5,0.016,1,0
CUST-03408,North America,SMB,2024-10-28,12,610,3,7.7,264.84,7,0.048,0,0
CUST-03409,APAC,SMB,2022-06-29,24,1462,0,6.6,224.31,11,0.021,1,0
CUST-03410,APAC,SMB,2021-05-01,12,1886,2,9.0,173.02,6,0.016,0,0
CUST-03411,Europe,Enterprise,2025-07-20,12,345,2,7.6,253.86,9,0.192,1,0
CUST-03412,APAC,Enterprise,2022-08-14,24,1416,2,8.9,80.91,5,0.184,0,0
CUST-03413,APAC,SMB,2022-07-18,12,1443,3,8.0,74.6,13,0.089,0,0
CUST-03414,Europe,SMB,2022-10-17,12,1352,0,4.8,99.24,11,0.108,1,1
CUST-03415,Latin America,SMB,2022-07-19,1,1442,3,6.9,148.27,3,0.031,0,0
CUST-03416,Latin America,SMB,2022-12-27,24,1281,4,5.8,264.43,7,0.074,0,0
CUST-03417,Europe,Enterprise,2023-08-20,1,1045,1,8.3,307.03,6,0.179,0,1
CUST-03418,APAC,SMB,2025-09-08,1,295,1,6.0,136.4,5,0.167,0,1
CUST-03419,North America,SMB,2023-07-10,1,1086,4,6.0,106.19,7,0.142,0,0
CUST-03420,North America,SMB,2024-02-11,36,870,6,6.8,210.63,1,0.015,1,0
CUST-03421,North America,SMB,2022-04-22,12,1530,5,8.3,92.83,7,0.143,2,0
CUST-03422,North America,SMB,2025-08-25,36,309,5,6.3,177.84,10,0.019,0,0
CUST-03423,Latin America,Mid-Market,2024-10-13,36,625,3,8.3,76.63,9,0.027,0,1
CUST-03424,APAC,SMB,2023-02-16,12,1230,4,6.3,60.18,2,0.199,0,0
CUST-03425,Europe,SMB,2022-06-08,1,1483,6,9.2,171.58,6,0.086,1,1
CUST-03426,APAC,Enterprise,2021-08-17,24,1778,0,5.5,326.05,6,0.083,0,0
CUST-03427,Europe,Enterprise,2023-07-20,24,1076,1,8.2,151.46,6,0.189,0,0
CUST-03428,Europe,SMB,2025-06-25,12,370,6,8.9,76.98,4,0.007,0,1
CUST-03429,Latin America,SMB,2023-03-21,24,1197,4,8.2,220.56,4,0.047,0,1
CUST-03430,North America,Enterprise,2025-08-24,1,310,6,6.6,161.41,5,0.175,0,0
CUST-03431,North America,Enterprise,2023-07-20,1,1076,3,8.3,90.91,1,0.067,1,1
CUST-03432,Latin America,Enterprise,2022-09-15,24,1384,3,6.9,221.44,8,0.177,0,0
CUST-03433,Latin America,Mid-Market,2023-03-15,12,1203,1,7.7,184.84,7,0.183,1,0
CUST-03434,APAC,Mid-Market,2021-05-10,1,1877,2,4.0,110.65,8,0.195,1,1
CUST-03435,Europe,Mid-Market,2023-10-22,12,982,1,10.0,170.77,2,0.14,0,0
CUST-03436,Europe,Mid-Market,2023-06-09,24,1117,0,6.6,151.16,4,0.023,0,0
CUST-03437,Latin America,SMB,2021-03-09,36,1939,0,9.4,157.74,8,0.138,1,0
CUST-03438,North America,SMB,2024-09-22,24,646,2,8.0,46.8,10,0.057,0,1
CUST-03439,Europe,SMB,2024-09-11,12,657,5,6.3,364.49,9,0.198,0,0
CUST-03440,Europe,SMB,2023-05-02,12,1155,1,10.0,76.94,5,0.011,0,0
CUST-03441,Latin America,SMB,2021-07-13,24,1813,3,6.8,110.57,4,0.044,0,0
CUST-03442,APAC,SMB,2025-10-16,36,257,4,5.3,196.38,5,0.034,1,0
CUST-03443,North America,Mid-Market,2024-07-18,1,712,0,10.0,72.63,7,0.13,0,0
CUST-03444,North America,Mid-Market,2023-12-22,1,921,0,7.8,163.07,2,0.172,0,0
CUST-03445,Europe,SMB,2024-02-13,12,868,5,6.9,157.3,5,0.167,1,0
CUST-03446,North America,Mid-Market,2025-04-13,24,443,2,7.9,398.76,7,0.099,2,0
CUST-03447,Latin America,SMB,2023-08-01,24,1064,2,6.5,141.71,10,0.193,0,0
CUST-03448,Europe,Mid-Market,2022-10-09,24,1360,3,9.4,100.6,9,0.198,1,0
CUST-03449,North America,SMB,2021-01-16,24,1991,4,10.0,187.6,3,0.122,0,0
CUST-03450,North America,SMB,2022-02-18,12,1593,2,6.6,78.45,5,0.086,0,0
CUST-03451,APAC,Mid-Market,2024-10-20,12,618,1,7.6,228.4,9,0.003,0,0
CUST-03452,Latin America,SMB,2025-01-16,12,530,3,10.0,145.55,2,0.082,1,0
CUST-03453,Latin America,Mid-Market,2024-09-27,1,641,4,5.4,221.52,3,0.142,0,1
CUST-03454,APAC,Mid-Market,2023-04-16,1,1171,6,5.9,65.43,7,0.033,0,1
CUST-03455,Latin America,Mid-Market,2024-04-01,1,820,3,6.2,105.21,10,0.165,1,0
CUST-03456,APAC,SMB,2023-05-27,12,1130,3,7.1,211.79,9,0.185,0,0
CUST-03457,North America,SMB,2022-05-26,36,1496,2,6.0,199.49,3,0.012,0,0
CUST-03458,APAC,SMB,2025-11-09,1,233,1,8.3,324.42,3,0.087,1,0
CUST-03459,APAC,Mid-Market,2024-10-29,12,609,1,6.7,412.85,9,0.037,1,0
CUST-03460,APAC,SMB,2024-08-04,36,695,3,8.2,97.19,5,0.135,0,0
CUST-03461,North America,Mid-Market,2021-01-17,24,1990,1,10.0,85.97,4,0.02,0,0
CUST-03462,Europe,Mid-Market,2021-08-03,1,1792,3,7.6,150.29,12,0.027,0,0
CUST-03463,North America,Mid-Market,2022-02-10,12,1601,1,6.3,62.67,7,0.093,0,0
CUST-03464,Latin America,SMB,2021-06-15,1,1841,3,5.3,115.39,5,0.012,0,0
CUST-03465,APAC,Enterprise,2022-10-30,1,1339,1,8.8,162.0,4,0.133,0,0
CUST-03466,Europe,SMB,2023-12-01,24,942,1,9.9,148.02,6,0.125,0,0
CUST-03467,Latin America,Mid-Market,2025-08-14,12,320,1,9.7,49.6,0,0.12,0,0
CUST-03468,Latin America,Mid-Market,2021-03-24,1,1924,2,7.8,143.58,8,0.014,0,0
CUST-03469,Latin America,Mid-Market,2024-05-03,24,788,2,6.9,147.58,9,0.189,1,0
CUST-03470,APAC,SMB,2021-04-06,12,1911,3,8.9,189.59,5,0.005,0,0
CUST-03471,Europe,SMB,2023-05-06,36,1151,6,4.9,293.23,4,0.166,0,0
CUST-03472,Europe,Mid-Market,2024-06-11,1,749,4,9.1,133.43,10,0.065,0,0
CUST-03473,Europe,Enterprise,2025-07-09,1,356,2,6.9,310.68,9,0.198,0,0
CUST-03474,North America,SMB,2025-08-04,24,330,2,6.3,161.26,6,0.169,1,0
CUST-03475,Latin America,SMB,2025-09-21,12,282,1,7.8,25.96,7,0.147,0,0
CUST-03476,North America,SMB,2022-01-15,24,1627,2,9.9,382.58,5,0.071,0,0
CUST-03477,APAC,Enterprise,2025-06-16,1,379,1,3.7,140.83,7,0.147,1,1
