date,region,avg_temp_c,precipitation_mm
2024-07-05,North America,15.6,0.0
2024-07-05,Europe,12.2,3.9
2024-07-05,APAC,26.4,3.4
2024-07-05,Latin America,21.8,1.9
2024-07-06,North America,9.6,0.0
2024-07-06,Europe,10.1,0.7
2024-07-06,APAC,23.6,2.4
2024-07-06,Latin America,20.3,0.1
2024-07-07,North America,13.9,1.7
2024-07-07,Europe,6.4,0.0
2024-07-07,APAC,25.1,0.4
2024-07-07,Latin America,21.7,3.2
2024-07-08,North America,9.5,8.7
2024-07-08,Europe,12.9,0.0
2024-07-08,APAC,25.3,2.6
2024-07-08,Latin America,23.4,6.5
2024-07-09,North America,8.7,5.4
2024-07-09,Europe,7.4,0.0
2024-07-09,APAC,23.5,0.0
2024-07-09,Latin America,23.3,0.5
2024-07-10,North America,15.5,0.0
2024-07-10,Europe,10.3,1.3
2024-07-10,APAC,19.6,0.0
2024-07-10,Latin America,19.7,5.2
2024-07-11,North America,9.5,0.0
2024-07-11,Europe,9.7,0.4
2024-07-11,APAC,28.7,1.7
2024-07-11,Latin America,18.1,6.9
2024-07-12,North America,14.7,0.0
2024-07-12,Europe,15.9,0.0
2024-07-12,APAC,22.5,0.0
2024-07-12,Latin America,19.0,1.8
2024-07-13,North America,15.5,3.3
2024-07-13,Europe,6.1,3.7
2024-07-13,APAC,28.8,0.0
2024-07-13,Latin America,27.1,8.7
2024-07-14,North America,10.0,0.0
2024-07-14,Europe,14.8,7.2
2024-07-14,APAC,24.2,3.6
2024-07-14,Latin America,18.7,4.0
2024-07-15,North America,17.1,5.0
2024-07-15,Europe,8.4,2.7
2024-07-15,APAC,21.8,0.2
2024-07-15,Latin America,17.8,2.0
2024-07-16,North America,11.5,0.0
2024-07-16,Europe,13.6,0.0
2024-07-16,APAC,22.1,0.0
2024-07-16,Latin America,18.7,0.0
2024-07-17,North America,14.0,2.3
2024-07-17,Europe,10.4,4.5
2024-07-17,APAC,23.9,13.3
2024-07-17,Latin America,21.4,1.1
2024-07-18,North America,14.7,0.0
2024-07-18,Europe,6.8,0.0
2024-07-18,APAC,18.8,9.1
2024-07-18,Latin America,22.4,0.0
2024-07-19,North America,10.6,5.0
2024-07-19,Europe,8.9,4.0
2024-07-19,APAC,21.9,7.2
2024-07-19,Latin America,20.9,8.2
2024-07-20,North America,15.2,0.9
2024-07-20,Europe,10.3,0.0
2024-07-20,APAC,29.0,3.3
2024-07-20,Latin America,25.7,15.1
2024-07-21,North America,12.2,9.0
2024-07-21,Europe,3.1,4.1
2024-07-21,APAC,22.3,0.0
2024-07-21,Latin America,15.3,0.2
2024-07-22,North America,15.3,2.9
2024-07-22,Europe,4.5,1.0
2024-07-22,APAC,22.4,3.1
2024-07-22,Latin America,20.5,3.0
2024-07-23,North America,13.9,1.4
2024-07-23,Europe,9.3,5.4
2024-07-23,APAC,24.8,5.0
2024-07-23,Latin America,20.7,9.6
2024-07-24,North America,13.1,0.0
2024-07-24,Europe,13.6,2.9
2024-07-24,APAC,22.1,0.0
2024-07-24,Latin America,20.7,0.0
2024-07-25,North America,11.1,0.0
2024-07-25,Europe,9.8,1.8
2024-07-25,APAC,18.5,1.9
2024-07-25,Latin America,16.3,0.0
2024-07-26,North America,9.8,7.7
2024-07-26,Europe,13.6,0.0
2024-07-26,APAC,22.8,0.0
2024-07-26,Latin America,19.2,0.0
2024-07-27,North America,11.3,0.3
2024-07-27,Europe,6.8,4.6
2024-07-27,APAC,19.3,0.0
2024-07-27,Latin America,20.2,0.0
2024-07-28,North America,9.5,1.2
2024-07-28,Europe,4.6,0.6
2024-07-28,APAC,19.4,0.0
2024-07-28,Latin America,22.1,0.0
2024-07-29,North America,11.0,0.2
2024-07-29,Europe,3.9,0.0
2024-07-29,APAC,25.0,1.4
2024-07-29,Latin America,19.2,3.4
2024-07-30,North America,6.7,3.2
2024-07-30,Europe,11.7,0.0
2024-07-30,APAC,18.5,2.0
2024-07-30,Latin America,15.4,3.5
2024-07-31,North America,5.0,0.0
2024-07-31,Europe,4.7,0.6
2024-07-31,APAC,21.1,0.2
2024-07-31,Latin America,23.4,3.1
2024-08-01,North America,6.7,0.0
2024-08-01,Europe,9.5,0.3
2024-08-01,APAC,20.0,0.7
2024-08-01,Latin America,19.3,1.6
2024-08-02,North America,9.3,1.6
2024-08-02,Europe,5.7,0.5
2024-08-02,APAC,17.6,4.3
2024-08-02,Latin America,20.7,0.0
2024-08-03,North America,1.6,2.1
2024-08-03,Europe,7.3,6.9
2024-08-03,APAC,22.4,0.8
2024-08-03,Latin America,19.6,4.7
2024-08-04,North America,6.7,7.2
2024-08-04,Europe,3.2,1.2
2024-08-04,APAC,21.2,1.2
2024-08-04,Latin America,20.0,0.6
2024-08-05,North America,7.1,0.0
2024-08-05,Europe,6.3,0.5
2024-08-05,APAC,20.3,4.3
2024-08-05,Latin America,16.8,1.7
2024-08-06,North America,6.1,1.9
2024-08-06,Europe,9.4,4.3
2024-08-06,APAC,19.6,2.5
2024-08-06,Latin America,15.6,0.0
2024-08-07,North America,5.2,3.6
2024-08-07,Europe,7.4,0.1
2024-08-07,APAC,21.1,10.3
2024-08-07,Latin America,11.3,0.7
2024-08-08,North America,10.9,0.2
2024-08-08,Europe,7.2,0.0
2024-08-08,APAC,23.1,1.0
2024-08-08,Latin America,19.9,1.0
2024-08-09,North America,11.0,24.6
2024-08-09,Europe,4.2,11.0
2024-08-09,APAC,18.3,2.4
2024-08-09,Latin America,16.8,2.5
2024-08-10,North America,10.2,0.0
2024-08-10,Europe,8.4,0.0
2024-08-10,APAC,17.8,1.1
2024-08-10,Latin America,13.8,1.7
2024-08-11,North America,7.6,2.0
2024-08-11,Europe,8.9,2.8
2024-08-11,APAC,20.7,4.0
2024-08-11,Latin America,19.8,3.6
2024-08-12,North America,11.3,5.4
2024-08-12,Europe,3.5,5.9
2024-08-12,APAC,17.4,0.1
2024-08-12,Latin America,15.8,0.6
2024-08-13,North America,13.9,4.3
2024-08-13,Europe,8.6,7.7
2024-08-13,APAC,18.4,0.0
2024-08-13,Latin America,20.2,5.7
2024-08-14,North America,9.0,4.1
2024-08-14,Europe,0.4,6.1
2024-08-14,APAC,15.3,9.0
2024-08-14,Latin America,15.0,1.9
2024-08-15,North America,4.2,0.2
2024-08-15,Europe,1.1,7.5
2024-08-15,APAC,20.0,4.7
2024-08-15,Latin America,15.5,0.0
2024-08-16,North America,10.4,12.1
2024-08-16,Europe,2.1,1.9
2024-08-16,APAC,20.0,1.4
2024-08-16,Latin America,14.5,4.1
2024-08-17,North America,8.2,1.0
2024-08-17,Europe,4.4,1.8
2024-08-17,APAC,16.1,0.0
2024-08-17,Latin America,16.8,4.7
2024-08-18,North America,6.0,5.7
2024-08-18,Europe,6.2,0.0
2024-08-18,APAC,12.4,0.9
2024-08-18,Latin America,11.9,3.2
2024-08-19,North America,4.3,18.7
2024-08-19,Europe,5.8,1.5
2024-08-19,APAC,19.6,0.0
2024-08-19,Latin America,13.2,1.5
2024-08-20,North America,0.7,0.0
2024-08-20,Europe,7.6,4.3
2024-08-20,APAC,18.2,4.8
2024-08-20,Latin America,14.8,0.0
2024-08-21,North America,4.3,0.0
2024-08-21,Europe,4.9,1.1
2024-08-21,APAC,15.2,0.8
2024-08-21,Latin America,15.2,2.1
2024-08-22,North America,10.9,1.9
2024-08-22,Europe,8.1,11.3
2024-08-22,APAC,14.5,11.6
2024-08-22,Latin America,21.8,0.5
2024-08-23,North America,4.7,0.0
2024-08-23,Europe,7.0,0.5
2024-08-23,APAC,19.0,0.0
2024-08-23,Latin America,21.7,1.1
2024-08-24,North America,10.8,1.0
2024-08-24,Europe,3.8,2.6
2024-08-24,APAC,21.5,4.9
2024-08-24,Latin America,14.3,0.9
2024-08-25,North America,2.3,0.0
2024-08-25,Europe,7.4,1.1
2024-08-25,APAC,18.2,0.5
2024-08-25,Latin America,16.0,0.0
2024-08-26,North America,3.7,1.6
2024-08-26,Europe,3.4,0.0
2024-08-26,APAC,16.9,0.8
2024-08-26,Latin America,13.7,8.8
2024-08-27,North America,4.6,5.4
2024-08-27,Europe,5.4,2.9
2024-08-27,APAC,16.5,0.0
2024-08-27,Latin America,14.0,5.1
2024-08-28,North America,3.6,4.0
2024-08-28,Europe,2.9,4.4
2024-08-28,APAC,16.8,2.6
2024-08-28,Latin America,10.3,0.8
2024-08-29,North America,5.3,0.0
2024-08-29,Europe,6.6,4.7
2024-08-29,APAC,18.3,3.0
2024-08-29,Latin America,13.4,3.4
2024-08-30,North America,6.1,0.0
2024-08-30,Europe,4.5,3.8
2024-08-30,APAC,18.6,5.9
2024-08-30,Latin America,12.7,0.0
2024-08-31,North America,7.6,2.6
2024-08-31,Europe,3.1,0.0
2024-08-31,APAC,19.6,7.6
2024-08-31,Latin America,10.4,1.4
2024-09-01,North America,7.2,2.2
2024-09-01,Europe,8.9,1.0
2024-09-01,APAC,16.3,3.0
2024-09-01,Latin America,11.7,6.7
2024-09-02,North America,7.6,13.3
2024-09-02,Europe,6.3,0.0
2024-09-02,APAC,20.3,2.3
2024-09-02,Latin America,18.0,0.6
2024-09-03,North America,7.5,0.0
2024-09-03,Europe,2.6,2.2
2024-09-03,APAC,21.9,0.0
2024-09-03,Latin America,13.1,0.0
2024-09-04,North America,5.2,0.7
2024-09-04,Europe,3.3,0.6
2024-09-04,APAC,15.9,1.9
2024-09-04,Latin America,17.3,8.5
2024-09-05,North America,6.1,0.5
2024-09-05,Europe,4.3,3.5
2024-09-05,APAC,15.2,0.1
2024-09-05,Latin America,13.1,4.3
2024-09-06,North America,2.9,8.1
2024-09-06,Europe,2.9,0.1
2024-09-06,APAC,23.2,6.8
2024-09-06,Latin America,16.9,0.0
2024-09-07,North America,7.1,0.0
2024-09-07,Europe,1.5,0.0
2024-09-07,APAC,19.1,4.0
2024-09-07,Latin America,18.4,2.5
2024-09-08,North America,3.4,0.0
2024-09-08,Europe,2.7,8.6
2024-09-08,APAC,16.2,0.0
2024-09-08,Latin America,13.8,0.0
2024-09-09,North America,6.0,0.0
2024-09-09,Europe,-1.6,2.3
2024-09-09,APAC,11.1,0.0
2024-09-09,Latin America,18.8,1.3
2024-09-10,North America,9.3,14.7
2024-09-10,Europe,2.4,0.0
2024-09-10,APAC,20.1,0.0
2024-09-10,Latin America,17.9,0.0
2024-09-11,North America,3.4,1.2
2024-09-11,Europe,6.1,0.5
2024-09-11,APAC,12.5,1.6
2024-09-11,Latin America,16.6,0.0
2024-09-12,North America,3.5,1.8
2024-09-12,Europe,2.4,6.3
2024-09-12,APAC,10.8,0.0
2024-09-12,Latin America,17.8,0.0
2024-09-13,North America,5.2,0.0
2024-09-13,Europe,0.7,0.7
2024-09-13,APAC,17.2,7.0
2024-09-13,Latin America,20.9,3.1
2024-09-14,North America,8.1,0.8
2024-09-14,Europe,3.6,5.5
2024-09-14,APAC,17.2,4.1
2024-09-14,Latin America,13.2,2.7
2024-09-15,North America,6.6,3.7
2024-09-15,Europe,3.7,0.0
2024-09-15,APAC,17.9,0.1
2024-09-15,Latin America,12.4,9.3
2024-09-16,North America,4.3,5.9
2024-09-16,Europe,6.7,0.0
2024-09-16,APAC,17.7,1.6
2024-09-16,Latin America,12.9,3.2
2024-09-17,North America,7.0,4.0
2024-09-17,Europe,4.5,0.1
2024-09-17,APAC,18.8,0.4
2024-09-17,Latin America,15.1,2.3
2024-09-18,North America,5.7,0.0
2024-09-18,Europe,3.7,1.6
2024-09-18,APAC,14.1,0.0
2024-09-18,Latin America,11.5,2.5
2024-09-19,North America,6.5,1.3
2024-09-19,Europe,-0.3,0.8
2024-09-19,APAC,15.8,1.8
2024-09-19,Latin America,16.4,1.1
2024-09-20,North America,2.4,0.0
2024-09-20,Europe,3.8,12.4
2024-09-20,APAC,17.9,7.8
2024-09-20,Latin America,12.3,0.5
2024-09-21,North America,1.6,0.8
2024-09-21,Europe,-0.0,2.5
2024-09-21,APAC,17.6,1.2
2024-09-21,Latin America,16.6,7.7
2024-09-22,North America,8.1,0.0
2024-09-22,Europe,-6.3,2.4
2024-09-22,APAC,14.8,7.4
2024-09-22,Latin America,14.4,0.3
2024-09-23,North America,2.3,2.0
2024-09-23,Europe,2.8,6.7
2024-09-23,APAC,17.4,3.3
2024-09-23,Latin America,13.0,3.5
2024-09-24,North America,6.0,2.6
2024-09-24,Europe,0.8,0.3
2024-09-24,APAC,20.2,2.2
2024-09-24,Latin America,12.4,0.7
2024-09-25,North America,6.1,0.0
2024-09-25,Europe,3.6,1.0
2024-09-25,APAC,15.5,0.0
2024-09-25,Latin America,13.8,2.2
2024-09-26,North America,7.7,4.1
2024-09-26,Europe,-0.0,3.2
2024-09-26,APAC,23.5,0.0
2024-09-26,Latin America,13.2,0.0
2024-09-27,North America,5.2,6.7
2024-09-27,Europe,1.0,0.1
2024-09-27,APAC,19.1,4.9
2024-09-27,Latin America,14.2,0.8
2024-09-28,North America,4.3,1.5
2024-09-28,Europe,2.8,10.0
2024-09-28,APAC,20.3,2.9
2024-09-28,Latin America,13.8,4.0
2024-09-29,North America,6.8,0.0
2024-09-29,Europe,3.0,8.4
2024-09-29,APAC,11.4,0.0
2024-09-29,Latin America,13.7,3.6
2024-09-30,North America,5.4,0.3
2024-09-30,Europe,-1.8,0.0
2024-09-30,APAC,17.1,4.9
2024-09-30,Latin America,19.5,0.0
2024-10-01,North America,0.6,1.7
2024-10-01,Europe,-0.5,2.0
2024-10-01,APAC,15.7,0.1
2024-10-01,Latin America,13.3,2.5
2024-10-02,North America,5.7,6.4
2024-10-02,Europe,-1.0,0.5
2024-10-02,APAC,16.6,0.0
2024-10-02,Latin America,15.4,1.5
2024-10-03,North America,2.3,0.0
2024-10-03,Europe,2.3,1.0
2024-10-03,APAC,17.8,0.0
2024-10-03,Latin America,12.1,0.0
2024-10-04,North America,2.9,0.8
2024-10-04,Europe,-0.1,6.0
2024-10-04,APAC,16.6,2.3
2024-10-04,Latin America,18.5,0.0
2024-10-05,North America,7.5,0.0
2024-10-05,Europe,2.1,3.6
2024-10-05,APAC,15.0,1.8
2024-10-05,Latin America,15.5,1.3
2024-10-06,North America,5.2,3.0
2024-10-06,Europe,4.3,0.0
2024-10-06,APAC,15.5,0.2
2024-10-06,Latin America,14.8,4.8
2024-10-07,North America,1.7,0.0
2024-10-07,Europe,0.1,0.0
2024-10-07,APAC,20.0,5.6
2024-10-07,Latin America,10.6,0.6
2024-10-08,North America,4.8,5.6
2024-10-08,Europe,4.5,1.0
2024-10-08,APAC,18.1,8.8
2024-10-08,Latin America,14.9,0.0
2024-10-09,North America,6.5,0.0
2024-10-09,Europe,1.6,0.0
2024-10-09,APAC,16.3,0.0
2024-10-09,Latin America,18.4,0.0
2024-10-10,North America,5.0,23.0
2024-10-10,Europe,5.7,0.0
2024-10-10,APAC,17.3,1.1
2024-10-10,Latin America,19.6,0.7
2024-10-11,North America,9.2,4.5
2024-10-11,Europe,5.1,1.8
2024-10-11,APAC,16.5,0.0
2024-10-11,Latin America,16.8,10.6
2024-10-12,North America,0.8,0.0
2024-10-12,Europe,5.1,4.2
2024-10-12,APAC,20.8,0.4
2024-10-12,Latin America,14.5,0.0
2024-10-13,North America,5.4,0.0
2024-10-13,Europe,-4.6,3.0
2024-10-13,APAC,19.9,9.9
2024-10-13,Latin America,13.0,13.0
2024-10-14,North America,11.7,0.1
2024-10-14,Europe,5.9,5.5
2024-10-14,APAC,21.5,0.0
2024-10-14,Latin America,19.2,0.6
2024-10-15,North America,5.4,1.7
2024-10-15,Europe,3.3,0.2
2024-10-15,APAC,18.4,9.2
2024-10-15,Latin America,13.8,0.2
2024-10-16,North America,7.8,0.0
2024-10-16,Europe,0.4,8.1
2024-10-16,APAC,18.7,4.9
2024-10-16,Latin America,14.3,0.0
2024-10-17,North America,5.5,0.0
2024-10-17,Europe,5.9,0.0
2024-10-17,APAC,14.9,0.0
2024-10-17,Latin America,15.0,0.0
2024-10-18,North America,3.6,1.7
2024-10-18,Europe,2.6,4.1
2024-10-18,APAC,17.8,21.7
2024-10-18,Latin America,18.8,7.3
2024-10-19,North America,1.7,0.8
2024-10-19,Europe,-0.1,0.5
2024-10-19,APAC,16.4,2.5
2024-10-19,Latin America,15.5,10.9
2024-10-20,North America,5.6,9.6
2024-10-20,Europe,-2.0,0.8
2024-10-20,APAC,11.8,0.0
2024-10-20,Latin America,18.5,0.0
2024-10-21,North America,-1.0,0.2
2024-10-21,Europe,-2.2,0.7
2024-10-21,APAC,15.6,2.5
2024-10-21,Latin America,17.2,12.6
2024-10-22,North America,1.9,3.0
2024-10-22,Europe,-0.6,7.6
2024-10-22,APAC,15.7,6.0
2024-10-22,Latin America,15.4,14.5
2024-10-23,North America,3.8,7.6
2024-10-23,Europe,4.2,5.4
2024-10-23,APAC,14.1,0.6
2024-10-23,Latin America,13.9,7.3
2024-10-24,North America,8.6,1.6
2024-10-24,Europe,6.0,0.4
2024-10-24,APAC,11.3,1.3
2024-10-24,Latin America,11.5,0.0
2024-10-25,North America,6.6,0.0
2024-10-25,Europe,1.3,0.0
2024-10-25,APAC,16.7,0.5
2024-10-25,Latin America,13.9,0.4
2024-10-26,North America,8.6,0.2
2024-10-26,Europe,4.4,3.4
2024-10-26,APAC,16.6,9.8
2024-10-26,Latin America,12.5,0.0
2024-10-27,North America,5.3,6.0
2024-10-27,Europe,7.1,0.0
2024-10-27,APAC,20.0,2.3
2024-10-27,Latin America,13.5,0.0
2024-10-28,North America,1.1,5.0
2024-10-28,Europe,2.4,0.0
2024-10-28,APAC,18.0,4.9
2024-10-28,Latin America,10.6,0.0
2024-10-29,North America,10.4,6.1
2024-10-29,Europe,-1.0,1.3
2024-10-29,APAC,18.0,1.8
2024-10-29,Latin America,11.3,1.5
2024-10-30,North America,1.0,0.8
2024-10-30,Europe,3.1,0.0
2024-10-30,APAC,20.8,0.0
2024-10-30,Latin America,11.6,0.0
2024-10-31,North America,5.4,2.2
2024-10-31,Europe,0.7,4.7
2024-10-31,APAC,19.3,0.0
2024-10-31,Latin America,13.9,2.7
2024-11-01,North America,1.3,0.9
2024-11-01,Europe,4.8,0.0
2024-11-01,APAC,16.8,4.2
2024-11-01,Latin America,13.4,0.0
2024-11-02,North America,4.9,1.3
2024-11-02,Europe,4.5,0.0
2024-11-02,APAC,19.4,0.4
2024-11-02,Latin America,11.9,3.4
2024-11-03,North America,9.9,2.5
2024-11-03,Europe,1.8,0.0
2024-11-03,APAC,20.7,0.0
2024-11-03,Latin America,16.1,0.9
2024-11-04,North America,10.8,2.2
2024-11-04,Europe,5.2,0.0
2024-11-04,APAC,17.7,0.0
2024-11-04,Latin America,12.2,0.0
2024-11-05,North America,-0.2,4.4
2024-11-05,Europe,4.3,0.0
2024-11-05,APAC,17.0,3.3
2024-11-05,Latin America,10.0,4.5
2024-11-06,North America,3.9,0.0
2024-11-06,Europe,1.8,1.4
2024-11-06,APAC,11.5,0.0
2024-11-06,Latin America,18.3,0.0
2024-11-07,North America,12.6,3.5
2024-11-07,Europe,4.2,5.0
2024-11-07,APAC,15.4,0.9
2024-11-07,Latin America,14.8,0.0
2024-11-08,North America,6.1,0.0
2024-11-08,Europe,3.7,1.1
2024-11-08,APAC,19.8,0.8
2024-11-08,Latin America,14.7,1.6
2024-11-09,North America,9.1,3.8
2024-11-09,Europe,0.6,1.9
2024-11-09,APAC,20.3,0.0
2024-11-09,Latin America,21.3,0.1
2024-11-10,North America,3.7,0.8
2024-11-10,Europe,8.9,1.1
2024-11-10,APAC,15.5,3.8
2024-11-10,Latin America,12.4,0.6
2024-11-11,North America,11.7,1.5
2024-11-11,Europe,0.9,0.0
2024-11-11,APAC,21.6,10.4
2024-11-11,Latin America,21.2,0.0
2024-11-12,North America,7.3,0.5
2024-11-12,Europe,2.6,3.7
2024-11-12,APAC,15.5,0.0
2024-11-12,Latin America,13.3,2.9
2024-11-13,North America,14.3,0.8
2024-11-13,Europe,2.2,0.8
2024-11-13,APAC,17.1,0.0
2024-11-13,Latin America,13.4,2.1
2024-11-14,North America,10.1,5.5
2024-11-14,Europe,2.9,0.0
2024-11-14,APAC,15.0,0.0
2024-11-14,Latin America,14.6,3.3
2024-11-15,North America,11.3,0.0
2024-11-15,Europe,10.8,1.8
2024-11-15,APAC,20.3,1.5
2024-11-15,Latin America,11.0,5.3
2024-11-16,North America,6.9,3.8
2024-11-16,Europe,3.0,0.0
2024-11-16,APAC,19.8,5.1
2024-11-16,Latin America,13.1,0.0
2024-11-17,North America,13.2,0.4
2024-11-17,Europe,7.0,8.2
2024-11-17,APAC,22.1,3.0
2024-11-17,Latin America,18.2,0.0
2024-11-18,North America,14.1,0.0
2024-11-18,Europe,10.4,19.8
2024-11-18,APAC,16.4,0.0
2024-11-18,Latin America,16.2,3.3
2024-11-19,North America,7.1,1.6
2024-11-19,Europe,3.6,0.0
2024-11-19,APAC,19.9,4.3
2024-11-19,Latin America,15.9,1.0
2024-11-20,North America,7.8,6.9
2024-11-20,Europe,6.0,0.0
2024-11-20,APAC,22.1,0.2
2024-11-20,Latin America,17.3,1.7
2024-11-21,North America,10.1,2.3
2024-11-21,Europe,6.6,0.0
2024-11-21,APAC,22.0,0.0
2024-11-21,Latin America,22.8,0.0
2024-11-22,North America,7.9,0.2
2024-11-22,Europe,4.7,0.0
2024-11-22,APAC,20.1,0.0
2024-11-22,Latin America,16.2,3.9
2024-11-23,North America,13.7,0.4
2024-11-23,Europe,9.1,8.1
2024-11-23,APAC,20.1,1.0
2024-11-23,Latin America,19.9,0.9
2024-11-24,North America,13.1,1.8
2024-11-24,Europe,9.1,4.6
2024-11-24,APAC,21.7,9.2
2024-11-24,Latin America,16.0,1.7
2024-11-25,North America,4.4,0.3
2024-11-25,Europe,5.3,0.0
2024-11-25,APAC,19.4,1.6
2024-11-25,Latin America,17.9,0.0
2024-11-26,North America,9.7,0.5
2024-11-26,Europe,3.0,3.1
2024-11-26,APAC,20.1,0.0
2024-11-26,Latin America,16.0,0.0
2024-11-27,North America,7.5,0.0
2024-11-27,Europe,4.4,1.7
2024-11-27,APAC,20.6,0.3
2024-11-27,Latin America,19.2,0.5
2024-11-28,North America,7.2,0.0
2024-11-28,Europe,8.1,2.1
2024-11-28,APAC,20.5,0.3
2024-11-28,Latin America,14.8,0.0
2024-11-29,North America,4.8,0.0
2024-11-29,Europe,6.8,0.5
2024-11-29,APAC,24.3,3.4
2024-11-29,Latin America,18.7,4.2
2024-11-30,North America,11.4,0.0
2024-11-30,Europe,1.5,10.0
2024-11-30,APAC,24.2,0.7
2024-11-30,Latin America,20.3,1.7
2024-12-01,North America,7.8,0.0
2024-12-01,Europe,12.9,0.4
2024-12-01,APAC,26.1,0.8
2024-12-01,Latin America,18.7,1.5
2024-12-02,North America,15.2,0.4
2024-12-02,Europe,8.0,1.8
2024-12-02,APAC,27.2,0.5
2024-12-02,Latin America,18.4,0.2
2024-12-03,North America,6.3,0.0
2024-12-03,Europe,6.1,1.4
2024-12-03,APAC,22.3,2.7
2024-12-03,Latin America,15.2,10.0
2024-12-04,North America,10.9,0.0
2024-12-04,Europe,5.4,3.0
2024-12-04,APAC,22.4,0.0
2024-12-04,Latin America,22.7,0.0
2024-12-05,North America,11.4,0.0
2024-12-05,Europe,1.8,0.0
2024-12-05,APAC,17.9,0.0
2024-12-05,Latin America,22.2,0.0
2024-12-06,North America,15.1,8.9
2024-12-06,Europe,4.5,0.8
2024-12-06,APAC,22.2,9.7
2024-12-06,Latin America,27.4,9.2
2024-12-07,North America,3.7,4.7
2024-12-07,Europe,5.3,0.6
2024-12-07,APAC,30.0,9.3
2024-12-07,Latin America,19.7,0.0
2024-12-08,North America,8.8,0.0
2024-12-08,Europe,3.7,5.3
2024-12-08,APAC,22.2,0.0
2024-12-08,Latin America,18.8,3.3
2024-12-09,North America,14.0,0.0
2024-12-09,Europe,14.3,3.3
2024-12-09,APAC,21.4,12.9
2024-12-09,Latin America,22.2,0.0
2024-12-10,North America,8.8,0.0
2024-12-10,Europe,6.9,10.4
2024-12-10,APAC,29.4,6.0
2024-12-10,Latin America,22.1,5.8
2024-12-11,North America,11.4,0.0
2024-12-11,Europe,10.1,0.0
2024-12-11,APAC,21.6,0.0
2024-12-11,Latin America,18.8,1.6
2024-12-12,North America,20.8,0.0
2024-12-12,Europe,14.6,0.0
2024-12-12,APAC,22.8,0.0
2024-12-12,Latin America,22.1,10.0
2024-12-13,North America,8.8,4.0
2024-12-13,Europe,9.1,0.0
2024-12-13,APAC,21.1,9.1
2024-12-13,Latin America,17.5,4.9
2024-12-14,North America,13.9,2.5
2024-12-14,Europe,13.0,6.8
2024-12-14,APAC,20.4,5.9
2024-12-14,Latin America,21.3,0.2
2024-12-15,North America,19.2,0.9
2024-12-15,Europe,5.3,0.0
2024-12-15,APAC,23.5,0.0
2024-12-15,Latin America,21.6,2.5
2024-12-16,North America,14.0,3.3
2024-12-16,Europe,11.5,0.0
2024-12-16,APAC,24.7,0.0
2024-12-16,Latin America,24.0,0.0
2024-12-17,North America,12.7,0.5
2024-12-17,Europe,4.5,1.0
2024-12-17,APAC,25.1,0.0
2024-12-17,Latin America,22.2,0.4
2024-12-18,North America,13.4,0.0
2024-12-18,Europe,11.0,4.5
2024-12-18,APAC,19.6,1.0
2024-12-18,Latin America,18.7,0.0
2024-12-19,North America,9.1,0.0
2024-12-19,Europe,9.4,9.5
2024-12-19,APAC,19.7,4.5
2024-12-19,Latin America,22.4,2.3
2024-12-20,North America,9.8,0.0
2024-12-20,Europe,9.5,0.0
2024-12-20,APAC,25.8,3.6
2024-12-20,Latin America,21.0,2.7
2024-12-21,North America,12.2,1.0
2024-12-21,Europe,11.9,0.5
2024-12-21,APAC,24.0,4.7
2024-12-21,Latin America,25.4,3.2
2024-12-22,North America,16.6,0.0
2024-12-22,Europe,9.3,0.3
2024-12-22,APAC,31.8,3.6
2024-12-22,Latin America,18.6,1.9
2024-12-23,North America,15.2,0.3
2024-12-23,Europe,8.6,0.0
2024-12-23,APAC,28.4,0.0
2024-12-23,Latin America,21.2,7.7
2024-12-24,North America,12.5,0.0
2024-12-24,Europe,4.8,0.0
2024-12-24,APAC,24.3,0.7
2024-12-24,Latin America,21.0,0.0
2024-12-25,North America,14.6,4.6
2024-12-25,Europe,5.6,1.7
2024-12-25,APAC,23.0,3.4
2024-12-25,Latin America,21.9,0.0
2024-12-26,North America,9.4,0.0
2024-12-26,Europe,13.0,0.0
2024-12-26,APAC,22.4,0.0
2024-12-26,Latin America,25.6,3.0
2024-12-27,North America,17.0,0.1
2024-12-27,Europe,7.8,0.1
2024-12-27,APAC,27.1,0.0
2024-12-27,Latin America,21.1,0.3
2024-12-28,North America,16.0,2.6
2024-12-28,Europe,6.3,3.7
2024-12-28,APAC,27.6,4.8
2024-12-28,Latin America,26.1,0.9
2024-12-29,North America,11.8,0.8
2024-12-29,Europe,10.2,0.0
2024-12-29,APAC,29.1,0.6
2024-12-29,Latin America,27.7,0.8
2024-12-30,North America,14.2,0.0
2024-12-30,Europe,14.0,1.3
2024-12-30,APAC,26.2,0.0
2024-12-30,Latin America,23.9,4.3
2024-12-31,North America,14.0,0.0
2024-12-31,Europe,10.3,1.2
2024-12-31,APAC,25.0,0.0
2024-12-31,Latin America,26.7,1.5
2025-01-01,North America,14.4,0.8
2025-01-01,Europe,14.3,2.7
2025-01-01,APAC,28.2,4.7
2025-01-01,Latin America,29.3,0.0
2025-01-02,North America,15.5,5.6
2025-01-02,Europe,13.7,1.6
2025-01-02,APAC,26.8,3.7
2025-01-02,Latin America,24.6,4.4
2025-01-03,North America,16.9,7.5
2025-01-03,Europe,14.9,0.0
2025-01-03,APAC,27.4,1.0
2025-01-03,Latin America,20.2,7.0
2025-01-04,North America,13.7,0.0
2025-01-04,Europe,11.9,0.0
