customer_id,region,segment,churn_probability,predicted_clv_12mo,top_churn_drivers
CUST-03269,APAC,Mid-Market,0.952,1404.43,satisfaction_score (+1.45); late_payments_last_year (+1.06); orders_last_year (+0.72)
CUST-03479,Europe,Enterprise,0.043,764.89,tenure_days (-0.56); contract_length_months (-0.42); satisfaction_score (-0.42)
CUST-01464,North America,SMB,0.043,1786.04,tenure_days (-0.64); satisfaction_score (-0.63); contract_length_months (-0.47)
CUST-00922,North America,SMB,0.043,960.49,satisfaction_score (-0.72); tenure_days (-0.58); contract_length_months (-0.42)
CUST-02723,North America,Mid-Market,0.043,4017.86,tenure_days (-0.94); contract_length_months (-0.33); satisfaction_score (-0.17)
CUST-01514,APAC,SMB,0.043,1225.93,contract_length_months (-0.64); satisfaction_score (-0.56); tenure_days (-0.35)
CUST-01928,North America,SMB,0.043,1656.84,tenure_days (-0.68); satisfaction_score (-0.64); contract_length_months (-0.47)
CUST-03589,Latin America,Enterprise,0.043,128.92,contract_length_months (-0.39); segment_Enterprise (-0.30); avg_order_value (-0.28)
CUST-01969,North America,SMB,0.043,1076.08,tenure_days (-0.87); satisfaction_score (-0.61); contract_length_months (-0.47)
CUST-00147,Latin America,SMB,0.042,648.68,satisfaction_score (-0.67); tenure_days (-0.47); contract_length_months (-0.39)
CUST-00445,APAC,Mid-Market,0.042,1102.9,tenure_days (-1.03); contract_length_months (-0.48); satisfaction_score (-0.31)
CUST-03859,Europe,Enterprise,0.042,297.2,late_payments_last_year (+1.10); satisfaction_score (-1.06); contract_length_months (-0.53)
CUST-01180,APAC,SMB,0.042,1124.41,satisfaction_score (-1.10); contract_length_months (-0.70); orders_last_year (-0.19)
CUST-00420,Latin America,SMB,0.042,2244.4,satisfaction_score (-0.55); discount_pct (-0.49); contract_length_months (-0.47)
CUST-03722,Europe,Mid-Market,0.042,864.35,tenure_days (-0.68); satisfaction_score (-0.57); discount_pct (-0.32)
CUST-00310,APAC,Mid-Market,0.042,1786.99,satisfaction_score (-1.01); contract_length_months (-0.65); tenure_days (+0.56)
CUST-02427,North America,Mid-Market,0.042,107.78,tenure_days (-0.74); contract_length_months (-0.61); discount_pct (+0.32)
CUST-03328,North America,SMB,0.042,457.63,tenure_days (-0.58); satisfaction_score (-0.45); contract_length_months (-0.45)
CUST-03207,North America,SMB,0.042,869.73,satisfaction_score (-0.83); tenure_days (-0.50); contract_length_months (-0.42)
CUST-01698,Europe,Mid-Market,0.042,616.25,satisfaction_score (-0.47); contract_length_months (-0.39); tenure_days (-0.35)
CUST-02614,North America,Mid-Market,0.042,459.35,contract_length_months (-0.70); tenure_days (-0.53); satisfaction_score (-0.49)
CUST-01030,North America,SMB,0.042,253.14,contract_length_months (-0.66); tenure_days (-0.60); satisfaction_score (-0.42)
CUST-00498,North America,Enterprise,0.042,2933.42,contract_length_months (-0.67); satisfaction_score (-0.50); segment_Enterprise (-0.30)
CUST-03450,North America,SMB,0.042,395.47,tenure_days (-0.67); satisfaction_score (-0.49); contract_length_months (-0.44)
CUST-02667,Latin America,SMB,0.042,1132.46,tenure_days (-0.89); satisfaction_score (-0.49); contract_length_months (-0.45)
CUST-00074,APAC,SMB,0.042,965.86,contract_length_months (-0.60); tenure_days (-0.57); satisfaction_score (-0.50)
CUST-02595,Latin America,SMB,0.042,1333.33,tenure_days (-0.67); satisfaction_score (-0.46); contract_length_months (-0.42)
CUST-02597,North America,SMB,0.042,518.55,tenure_days (-0.50); contract_length_months (-0.44); satisfaction_score (-0.37)
CUST-03552,APAC,SMB,0.042,1441.67,tenure_days (-0.66); satisfaction_score (-0.58); contract_length_months (-0.41)
CUST-03912,Latin America,Enterprise,0.042,1959.29,satisfaction_score (-0.77); tenure_days (+0.55); contract_length_months (-0.52)
CUST-00550,Latin America,SMB,0.041,1795.03,tenure_days (-0.99); satisfaction_score (-0.57); contract_length_months (-0.42)
CUST-02692,North America,SMB,0.041,1077.26,contract_length_months (-0.74); satisfaction_score (-0.52); tenure_days (-0.46)
CUST-01491,APAC,Enterprise,0.041,1152.89,discount_pct (-0.60); segment_Enterprise (-0.59); satisfaction_score (-0.41)
CUST-03872,North America,Mid-Market,0.041,1038.97,contract_length_months (-0.61); satisfaction_score (-0.60); discount_pct (-0.21)
CUST-03245,Europe,Enterprise,0.041,547.14,satisfaction_score (-0.71); contract_length_months (-0.50); segment_Enterprise (-0.25)
CUST-02727,Latin America,Mid-Market,0.041,1094.99,tenure_days (-1.02); contract_length_months (-0.52); discount_pct (+0.40)
CUST-03397,North America,SMB,0.041,1472.38,satisfaction_score (-0.82); contract_length_months (-0.71); tenure_days (-0.35)
CUST-01027,APAC,SMB,0.041,2812.19,satisfaction_score (-0.71); tenure_days (-0.62); contract_length_months (-0.59)
CUST-03143,APAC,SMB,0.041,354.27,satisfaction_score (-0.84); contract_length_months (-0.48); late_payments_last_year (-0.19)
CUST-01811,Latin America,SMB,0.041,844.4,discount_pct (-0.87); contract_length_months (+0.63); tenure_days (-0.56)
CUST-02350,Europe,SMB,0.041,150.83,tenure_days (-1.00); satisfaction_score (-0.50); contract_length_months (-0.36)
CUST-01587,Europe,Enterprise,0.041,840.38,satisfaction_score (-0.65); tenure_days (-0.52); contract_length_months (-0.43)
CUST-02968,North America,Mid-Market,0.041,1675.64,satisfaction_score (-0.68); tenure_days (-0.57); contract_length_months (-0.43)
CUST-03006,North America,Mid-Market,0.041,396.71,tenure_days (-0.87); satisfaction_score (-0.71); contract_length_months (-0.57)
CUST-01151,Europe,Enterprise,0.041,541.83,tenure_days (-1.16); satisfaction_score (-0.58); avg_order_value (+0.40)
CUST-03776,Europe,Enterprise,0.041,488.72,satisfaction_score (-0.88); segment_Enterprise (-0.42); contract_length_months (-0.41)
CUST-03336,Europe,Mid-Market,0.041,666.55,tenure_days (-0.52); satisfaction_score (-0.49); contract_length_months (-0.40)
CUST-00679,Latin America,Mid-Market,0.041,480.9,satisfaction_score (-1.16); tenure_days (+0.59); contract_length_months (-0.46)
CUST-01257,North America,Mid-Market,0.041,297.84,tenure_days (-0.67); contract_length_months (-0.60); satisfaction_score (-0.58)
CUST-03353,APAC,SMB,0.041,376.51,satisfaction_score (-1.09); tenure_days (-0.76); contract_length_months (-0.54)
CUST-02225,North America,Mid-Market,0.041,2238.77,contract_length_months (-0.73); satisfaction_score (-0.63); tenure_days (-0.35)
CUST-01980,Europe,Mid-Market,0.041,3635.13,contract_length_months (-0.68); satisfaction_score (-0.51); tenure_days (-0.27)
CUST-01415,Latin America,SMB,0.04,1232.99,tenure_days (-0.80); contract_length_months (-0.62); satisfaction_score (-0.55)
CUST-00083,Latin America,Mid-Market,0.04,856.6,satisfaction_score (-0.64); contract_length_months (-0.51); discount_pct (-0.29)
CUST-01150,Latin America,Enterprise,0.04,1044.29,satisfaction_score (-0.57); segment_Enterprise (-0.40); contract_length_months (-0.35)
CUST-00192,Latin America,Enterprise,0.04,2191.79,tenure_days (-0.75); contract_length_months (+0.62); satisfaction_score (-0.57)
CUST-00174,Europe,SMB,0.04,949.82,tenure_days (-0.76); contract_length_months (-0.64); satisfaction_score (-0.28)
CUST-00702,APAC,Mid-Market,0.04,3726.38,discount_pct (-0.84); tenure_days (-0.54); contract_length_months (+0.54)
CUST-00398,Latin America,Enterprise,0.04,2262.48,satisfaction_score (-0.59); contract_length_months (-0.51); tenure_days (-0.43)
CUST-01678,Latin America,SMB,0.04,687.93,tenure_days (-0.96); contract_length_months (-0.59); satisfaction_score (-0.54)
CUST-03330,North America,Mid-Market,0.04,1007.81,tenure_days (-0.62); satisfaction_score (-0.54); contract_length_months (-0.43)
CUST-03228,North America,Enterprise,0.04,496.55,satisfaction_score (-1.08); tenure_days (+0.68); segment_Enterprise (-0.48)
CUST-02857,Europe,Mid-Market,0.04,768.26,contract_length_months (-0.65); tenure_days (-0.64); satisfaction_score (-0.30)
CUST-00609,APAC,Enterprise,0.04,866.04,satisfaction_score (-0.68); discount_pct (-0.37); contract_length_months (-0.32)
CUST-00319,North America,SMB,0.04,2726.84,tenure_days (-0.65); satisfaction_score (-0.50); contract_length_months (-0.40)
CUST-01232,Latin America,SMB,0.04,580.71,tenure_days (-0.82); satisfaction_score (-0.45); contract_length_months (-0.43)
CUST-00241,APAC,SMB,0.04,529.67,discount_pct (-0.52); satisfaction_score (-0.44); contract_length_months (-0.26)
CUST-01659,APAC,Mid-Market,0.04,1239.84,satisfaction_score (-0.98); contract_length_months (-0.55); discount_pct (-0.32)
CUST-00738,North America,Enterprise,0.04,1577.71,satisfaction_score (-0.61); tenure_days (-0.57); contract_length_months (-0.43)
CUST-00826,Europe,SMB,0.039,742.29,satisfaction_score (-0.99); contract_length_months (-0.59); support_tickets_last_year (-0.24)
CUST-00522,Europe,SMB,0.039,668.65,satisfaction_score (-0.99); tenure_days (-0.56); contract_length_months (-0.53)
CUST-03848,North America,SMB,0.039,1803.63,discount_pct (-0.80); tenure_days (-0.71); satisfaction_score (-0.62)
CUST-00868,Latin America,Mid-Market,0.039,3770.12,contract_length_months (-0.74); tenure_days (-0.56); satisfaction_score (+0.37)
CUST-03025,Europe,SMB,0.039,695.9,tenure_days (-0.85); satisfaction_score (-0.78); contract_length_months (-0.47)
CUST-00118,Latin America,SMB,0.039,577.74,satisfaction_score (-1.13); contract_length_months (-0.56); discount_pct (+0.33)
CUST-02599,APAC,Mid-Market,0.039,801.57,contract_length_months (-0.60); satisfaction_score (-0.59); tenure_days (-0.52)
CUST-00537,Latin America,Mid-Market,0.039,656.57,contract_length_months (-0.67); satisfaction_score (-0.53); region_Latin America (-0.26)
CUST-00007,North America,SMB,0.039,621.62,contract_length_months (-0.66); tenure_days (-0.49); satisfaction_score (-0.45)
CUST-03868,APAC,Enterprise,0.039,617.7,tenure_days (-0.83); satisfaction_score (-0.67); contract_length_months (-0.44)
CUST-02180,North America,SMB,0.039,369.97,tenure_days (-0.90); satisfaction_score (-0.61); contract_length_months (-0.43)
CUST-01560,Europe,SMB,0.039,872.3,contract_length_months (-0.69); tenure_days (-0.31); satisfaction_score (-0.31)
CUST-02728,Latin America,SMB,0.039,920.25,tenure_days (-0.98); contract_length_months (+0.66); satisfaction_score (-0.51)
CUST-02313,Europe,SMB,0.039,1440.71,contract_length_months (-0.71); tenure_days (-0.57); satisfaction_score (-0.46)
CUST-00318,Europe,SMB,0.039,1093.02,tenure_days (-0.65); satisfaction_score (-0.51); contract_length_months (-0.45)
CUST-00698,Europe,SMB,0.039,270.32,satisfaction_score (-1.08); contract_length_months (-0.52); support_tickets_last_year (-0.20)
CUST-03826,Latin America,Mid-Market,0.039,1163.08,tenure_days (-1.65); satisfaction_score (-0.99); contract_length_months (+0.77)
CUST-02843,APAC,SMB,0.039,804.37,satisfaction_score (-0.63); tenure_days (-0.57); contract_length_months (-0.42)
CUST-02241,Europe,Mid-Market,0.039,1084.63,contract_length_months (-0.68); tenure_days (-0.66); satisfaction_score (-0.34)
CUST-03102,Latin America,SMB,0.039,1607.64,satisfaction_score (-0.73); tenure_days (-0.63); contract_length_months (-0.42)
CUST-02983,Europe,Mid-Market,0.039,999.5,tenure_days (-1.63); contract_length_months (+0.68); satisfaction_score (-0.61)
CUST-03755,APAC,SMB,0.039,2042.9,satisfaction_score (-1.09); contract_length_months (-0.73); discount_pct (-0.57)
CUST-01092,North America,Mid-Market,0.039,1303.75,tenure_days (-0.65); satisfaction_score (-0.60); contract_length_months (-0.45)
CUST-02495,North America,SMB,0.039,1136.67,tenure_days (-0.65); satisfaction_score (-0.49); contract_length_months (-0.41)
CUST-03572,North America,Enterprise,0.038,1184.32,satisfaction_score (-0.81); tenure_days (+0.70); contract_length_months (-0.49)
CUST-00929,Europe,Mid-Market,0.038,2001.62,satisfaction_score (-0.94); contract_length_months (-0.58); tenure_days (+0.46)
CUST-00042,North America,SMB,0.038,492.08,tenure_days (-0.79); contract_length_months (-0.64); satisfaction_score (-0.27)
CUST-01713,Europe,Enterprise,0.038,3287.51,contract_length_months (-0.57); satisfaction_score (-0.41); tenure_days (-0.41)
CUST-03916,Latin America,Mid-Market,0.038,735.56,tenure_days (-0.69); contract_length_months (-0.63); satisfaction_score (-0.50)
CUST-03480,APAC,SMB,0.038,1018.79,discount_pct (-1.21); satisfaction_score (-0.95); contract_length_months (+0.53)
CUST-00576,Latin America,SMB,0.038,1904.63,tenure_days (-1.05); contract_length_months (+0.64); discount_pct (-0.46)
CUST-03447,Latin America,SMB,0.038,1423.11,contract_length_months (-0.55); satisfaction_score (-0.45); region_Latin America (-0.30)
CUST-03867,Europe,Mid-Market,0.038,1325.52,tenure_days (-0.72); contract_length_months (-0.64); satisfaction_score (-0.40)
CUST-01042,North America,Enterprise,0.038,1540.09,satisfaction_score (-0.84); tenure_days (-0.58); contract_length_months (-0.53)
CUST-02179,APAC,Mid-Market,0.038,562.87,tenure_days (-0.55); satisfaction_score (-0.52); contract_length_months (-0.41)
CUST-02170,Latin America,SMB,0.038,452.49,tenure_days (-0.62); satisfaction_score (-0.52); contract_length_months (-0.36)
CUST-00697,Latin America,SMB,0.038,656.43,tenure_days (-1.13); discount_pct (-0.72); contract_length_months (+0.57)
CUST-00699,North America,SMB,0.038,521.25,tenure_days (-0.74); contract_length_months (-0.57); satisfaction_score (-0.56)
CUST-00941,Europe,Mid-Market,0.038,876.24,satisfaction_score (-0.58); tenure_days (-0.57); avg_order_value (-0.33)
CUST-00390,Latin America,Mid-Market,0.038,511.07,contract_length_months (-0.67); tenure_days (-0.56); satisfaction_score (-0.54)
CUST-02253,Latin America,SMB,0.038,342.72,satisfaction_score (-0.59); contract_length_months (-0.59); tenure_days (-0.40)
CUST-03779,Europe,Mid-Market,0.038,203.59,tenure_days (-1.13); contract_length_months (-0.64); satisfaction_score (-0.28)
CUST-01712,Europe,Mid-Market,0.038,597.6,tenure_days (-0.73); contract_length_months (-0.60); satisfaction_score (-0.48)
CUST-03498,Latin America,SMB,0.038,1037.69,contract_length_months (-0.58); satisfaction_score (-0.49); avg_order_value (+0.23)
CUST-03042,Latin America,SMB,0.038,505.2,satisfaction_score (-0.63); contract_length_months (-0.60); region_Latin America (-0.24)
CUST-02484,APAC,Enterprise,0.038,171.11,satisfaction_score (-0.81); discount_pct (-0.43); contract_length_months (-0.31)
CUST-02958,APAC,Enterprise,0.038,1137.69,tenure_days (-1.29); contract_length_months (+0.68); segment_Enterprise (-0.44)
CUST-01768,APAC,SMB,0.038,1328.07,satisfaction_score (-0.81); contract_length_months (-0.81); tenure_days (-0.55)
CUST-01650,Europe,Mid-Market,0.038,529.54,contract_length_months (-0.64); discount_pct (-0.32); satisfaction_score (-0.31)
CUST-01559,Europe,SMB,0.038,315.8,contract_length_months (-0.63); satisfaction_score (-0.52); tenure_days (-0.30)
CUST-00199,APAC,SMB,0.038,1417.75,satisfaction_score (-0.95); avg_order_value (-0.37); discount_pct (-0.37)
CUST-01814,North America,Mid-Market,0.038,848.54,tenure_days (-0.75); contract_length_months (-0.49); satisfaction_score (-0.47)
CUST-02912,Europe,SMB,0.038,1717.41,satisfaction_score (-0.75); tenure_days (-0.73); contract_length_months (-0.50)
CUST-02533,APAC,Mid-Market,0.038,149.77,satisfaction_score (-0.70); tenure_days (-0.41); contract_length_months (-0.40)
CUST-01194,APAC,Enterprise,0.038,970.37,satisfaction_score (-0.82); contract_length_months (-0.52); segment_Enterprise (-0.52)
CUST-00771,North America,SMB,0.038,2224.44,tenure_days (-0.66); contract_length_months (-0.54); satisfaction_score (-0.50)
CUST-00988,APAC,SMB,0.038,1582.97,tenure_days (-0.59); contract_length_months (-0.58); satisfaction_score (-0.55)
CUST-03955,Europe,SMB,0.037,1000.38,satisfaction_score (-0.74); discount_pct (-0.43); contract_length_months (-0.41)
CUST-02054,Latin America,SMB,0.037,2035.31,tenure_days (-0.61); contract_length_months (-0.36); region_Latin America (-0.20)
CUST-02076,APAC,Mid-Market,0.037,485.7,satisfaction_score (-0.83); tenure_days (-0.62); contract_length_months (-0.44)
CUST-02973,Europe,SMB,0.037,1640.47,tenure_days (-2.17); late_payments_last_year (+1.14); satisfaction_score (-0.76)
CUST-03371,APAC,SMB,0.037,492.39,tenure_days (-1.06); orders_last_year (+0.96); satisfaction_score (-0.83)
CUST-00936,Europe,Mid-Market,0.037,622.92,satisfaction_score (-0.80); contract_length_months (-0.49); avg_order_value (-0.19)
CUST-00666,APAC,SMB,0.037,1386.42,tenure_days (-0.86); contract_length_months (-0.62); satisfaction_score (-0.39)
CUST-02152,Latin America,SMB,0.037,555.91,satisfaction_score (-0.87); avg_order_value (+0.67); tenure_days (-0.54)
CUST-03841,Europe,Mid-Market,0.037,2234.4,satisfaction_score (-1.00); contract_length_months (-0.38); avg_order_value (-0.32)
CUST-03858,Europe,SMB,0.037,2219.37,satisfaction_score (-0.87); contract_length_months (-0.65); tenure_days (-0.29)
CUST-01925,Europe,Enterprise,0.037,1113.66,satisfaction_score (-0.57); contract_length_months (-0.43); tenure_days (-0.36)
CUST-03205,Europe,Mid-Market,0.037,765.19,contract_length_months (-0.61); tenure_days (-0.61); avg_order_value (-0.25)
CUST-03066,Europe,SMB,0.037,992.9,tenure_days (-0.61); satisfaction_score (-0.56); contract_length_months (-0.44)
CUST-00309,APAC,SMB,0.037,213.55,tenure_days (-1.67); late_payments_last_year (+0.88); satisfaction_score (-0.80)
CUST-01824,North America,Enterprise,0.037,517.62,satisfaction_score (-0.49); contract_length_months (-0.46); segment_Enterprise (-0.27)
CUST-00734,Europe,SMB,0.037,1628.31,tenure_days (-1.04); satisfaction_score (-0.61); contract_length_months (-0.36)
CUST-02988,Latin America,Mid-Market,0.037,4079.87,tenure_days (-0.80); satisfaction_score (-0.43); contract_length_months (-0.32)
CUST-03412,APAC,Enterprise,0.037,410.82,satisfaction_score (-0.72); tenure_days (-0.55); contract_length_months (-0.52)
CUST-02884,North America,Enterprise,0.037,678.02,satisfaction_score (-0.55); tenure_days (-0.47); contract_length_months (-0.46)
CUST-02277,Latin America,SMB,0.037,861.83,discount_pct (-0.94); satisfaction_score (-0.92); contract_length_months (+0.74)
CUST-01402,North America,Enterprise,0.037,386.46,tenure_days (-0.94); contract_length_months (-0.48); satisfaction_score (-0.36)
CUST-03448,Europe,Mid-Market,0.037,893.04,satisfaction_score (-1.01); tenure_days (-0.58); contract_length_months (-0.56)
CUST-03198,Latin America,Mid-Market,0.037,864.48,tenure_days (-0.62); satisfaction_score (-0.56); contract_length_months (-0.37)
CUST-00122,Latin America,SMB,0.037,1372.54,satisfaction_score (-0.73); discount_pct (-0.67); contract_length_months (+0.46)
CUST-00926,Europe,SMB,0.036,946.12,tenure_days (-0.64); contract_length_months (-0.45); satisfaction_score (-0.32)
CUST-01999,North America,SMB,0.036,1329.44,satisfaction_score (-0.90); contract_length_months (-0.68); tenure_days (-0.59)
CUST-02756,North America,SMB,0.036,656.6,contract_length_months (-0.66); tenure_days (-0.56); satisfaction_score (-0.30)
CUST-03441,Latin America,SMB,0.036,439.98,contract_length_months (-0.62); tenure_days (-0.58); satisfaction_score (-0.49)
CUST-03930,Latin America,Enterprise,0.036,1022.99,satisfaction_score (-0.53); segment_Enterprise (-0.44); avg_order_value (-0.32)
CUST-01452,APAC,Mid-Market,0.036,1201.79,tenure_days (-0.77); discount_pct (-0.75); contract_length_months (+0.60)
CUST-03149,North America,SMB,0.036,1395.2,satisfaction_score (-0.66); tenure_days (-0.60); contract_length_months (-0.48)
CUST-03923,North America,Mid-Market,0.036,536.05,tenure_days (-0.68); contract_length_months (-0.66); satisfaction_score (-0.37)
CUST-03792,APAC,Enterprise,0.036,694.92,contract_length_months (-0.43); segment_Enterprise (-0.36); satisfaction_score (-0.33)
CUST-01615,Latin America,SMB,0.036,640.77,tenure_days (-1.33); support_tickets_last_year (+0.98); contract_length_months (-0.80)
CUST-00251,Latin America,SMB,0.036,563.48,tenure_days (-0.78); contract_length_months (-0.55); satisfaction_score (-0.55)
CUST-03435,Europe,Mid-Market,0.036,349.39,satisfaction_score (-1.22); contract_length_months (-0.45); tenure_days (+0.19)
CUST-01656,North America,SMB,0.036,2208.89,tenure_days (-1.01); contract_length_months (-0.48); satisfaction_score (-0.28)
CUST-02982,Europe,Mid-Market,0.036,1047.48,tenure_days (-0.68); satisfaction_score (-0.56); contract_length_months (-0.39)
CUST-02298,Europe,SMB,0.036,508.64,tenure_days (-1.22); satisfaction_score (-0.71); contract_length_months (-0.38)
CUST-01883,APAC,SMB,0.036,464.09,tenure_days (-0.99); contract_length_months (-0.42); satisfaction_score (-0.35)
CUST-02591,APAC,SMB,0.036,1051.69,tenure_days (-0.67); contract_length_months (-0.65); satisfaction_score (-0.46)
CUST-01950,Europe,Mid-Market,0.036,1572.98,tenure_days (-0.68); contract_length_months (-0.65); satisfaction_score (-0.40)
CUST-01730,North America,SMB,0.036,1115.81,satisfaction_score (-0.95); contract_length_months (-0.58); support_tickets_last_year (-0.22)
CUST-03072,Latin America,SMB,0.036,560.01,satisfaction_score (-0.75); contract_length_months (-0.33); region_Latin America (-0.26)
CUST-03223,APAC,SMB,0.036,497.25,satisfaction_score (-0.84); discount_pct (-0.42); avg_order_value (-0.34)
CUST-03650,APAC,SMB,0.035,1779.42,tenure_days (-1.21); satisfaction_score (-1.05); contract_length_months (+0.70)
CUST-02285,North America,SMB,0.035,1089.09,satisfaction_score (-0.92); contract_length_months (-0.82); tenure_days (+0.49)
CUST-02998,Europe,SMB,0.035,491.92,satisfaction_score (-0.79); tenure_days (-0.60); contract_length_months (-0.41)
CUST-03487,APAC,SMB,0.035,656.21,satisfaction_score (-1.19); discount_pct (-0.73); tenure_days (+0.58)
CUST-00562,APAC,Enterprise,0.035,341.97,satisfaction_score (-0.54); contract_length_months (-0.48); tenure_days (-0.29)
CUST-01431,Latin America,SMB,0.035,964.9,satisfaction_score (-0.51); contract_length_months (-0.34); discount_pct (-0.32)
CUST-02146,APAC,SMB,0.035,1422.09,tenure_days (-0.64); satisfaction_score (-0.53); contract_length_months (-0.45)
CUST-01430,Latin America,SMB,0.035,853.2,contract_length_months (-0.72); tenure_days (-0.66); region_Latin America (-0.23)
CUST-03403,Latin America,SMB,0.035,1211.08,satisfaction_score (-0.60); tenure_days (-0.36); contract_length_months (-0.34)
CUST-01894,North America,SMB,0.035,850.76,tenure_days (-1.20); contract_length_months (-0.49); satisfaction_score (-0.35)
CUST-01186,Latin America,Mid-Market,0.035,1220.81,contract_length_months (-0.60); tenure_days (-0.52); avg_order_value (-0.30)
CUST-00622,North America,SMB,0.035,150.69,tenure_days (-0.63); contract_length_months (-0.42); discount_pct (-0.26)
CUST-02504,Latin America,Mid-Market,0.035,1689.94,contract_length_months (-0.68); satisfaction_score (-0.63); discount_pct (+0.29)
CUST-02558,North America,Mid-Market,0.035,1424.73,tenure_days (-0.66); satisfaction_score (-0.56); contract_length_months (-0.43)
CUST-02336,Europe,SMB,0.035,1551.65,tenure_days (-0.91); contract_length_months (-0.48); satisfaction_score (-0.48)
CUST-00748,North America,SMB,0.035,1713.89,tenure_days (-0.75); satisfaction_score (-0.57); contract_length_months (-0.44)
CUST-01685,APAC,SMB,0.035,1254.06,tenure_days (-0.66); contract_length_months (-0.66); satisfaction_score (-0.42)
CUST-00861,North America,Mid-Market,0.035,1568.74,tenure_days (-0.88); contract_length_months (-0.86); avg_order_value (-0.22)
CUST-02731,Latin America,SMB,0.035,555.03,contract_length_months (-0.54); satisfaction_score (-0.45); tenure_days (-0.24)
CUST-02158,North America,Mid-Market,0.035,553.05,tenure_days (-1.08); contract_length_months (-0.74); satisfaction_score (-0.26)
CUST-03373,APAC,Enterprise,0.035,413.81,tenure_days (-1.24); satisfaction_score (-0.86); contract_length_months (+0.71)
CUST-03069,Latin America,SMB,0.035,2269.27,satisfaction_score (-0.62); tenure_days (-0.61); contract_length_months (-0.37)
CUST-00367,Europe,Mid-Market,0.035,1328.32,tenure_days (-0.69); satisfaction_score (-0.59); contract_length_months (-0.43)
CUST-02418,Europe,SMB,0.035,1049.72,tenure_days (-0.77); contract_length_months (-0.61); satisfaction_score (-0.54)
CUST-00961,North America,SMB,0.034,2884.03,satisfaction_score (-0.70); contract_length_months (-0.44); tenure_days (-0.41)
CUST-01494,Europe,SMB,0.034,1801.88,tenure_days (-0.70); contract_length_months (-0.67); satisfaction_score (-0.64)
CUST-00512,Europe,Mid-Market,0.034,891.14,satisfaction_score (-0.91); tenure_days (-0.87); contract_length_months (-0.39)
CUST-03533,Latin America,SMB,0.034,1621.8,tenure_days (-0.74); satisfaction_score (-0.60); contract_length_months (-0.40)
CUST-02663,North America,SMB,0.034,298.31,tenure_days (-1.01); contract_length_months (-0.42); avg_order_value (-0.17)
CUST-03521,North America,SMB,0.034,342.46,satisfaction_score (-0.95); tenure_days (-0.70); contract_length_months (-0.57)
CUST-03153,Europe,Mid-Market,0.034,678.66,tenure_days (-0.93); satisfaction_score (-0.91); contract_length_months (-0.40)
CUST-00069,Europe,Enterprise,0.034,1184.74,segment_Enterprise (-0.66); avg_order_value (-0.52); tenure_days (+0.44)
CUST-01439,North America,Enterprise,0.034,508.2,tenure_days (-0.62); satisfaction_score (-0.61); contract_length_months (-0.41)
CUST-02044,APAC,SMB,0.034,1858.12,tenure_days (-0.67); contract_length_months (-0.60); satisfaction_score (-0.40)
CUST-01934,Europe,Enterprise,0.034,256.78,tenure_days (-0.57); satisfaction_score (-0.55); contract_length_months (-0.54)
CUST-02331,North America,SMB,0.034,760.6,satisfaction_score (-1.11); contract_length_months (-0.89); tenure_days (+0.63)
CUST-01515,Latin America,Mid-Market,0.034,795.93,tenure_days (-0.84); contract_length_months (-0.41); satisfaction_score (-0.31)
CUST-03568,Europe,Enterprise,0.034,2034.32,tenure_days (-0.61); satisfaction_score (-0.57); contract_length_months (-0.39)
CUST-02373,North America,Mid-Market,0.034,1613.83,tenure_days (-0.87); satisfaction_score (-0.50); contract_length_months (-0.46)
CUST-01817,APAC,SMB,0.034,2171.5,satisfaction_score (-1.09); contract_length_months (-0.54); discount_pct (-0.20)
CUST-02994,Europe,Enterprise,0.034,1528.0,tenure_days (-0.70); segment_Enterprise (-0.38); contract_length_months (-0.38)
CUST-01140,North America,Mid-Market,0.034,1038.0,tenure_days (-0.64); contract_length_months (-0.63); satisfaction_score (-0.47)
CUST-03312,APAC,Enterprise,0.034,484.36,satisfaction_score (-0.82); tenure_days (-0.54); contract_length_months (-0.53)
CUST-00732,APAC,SMB,0.034,1297.42,contract_length_months (-0.58); tenure_days (-0.58); satisfaction_score (-0.58)
CUST-01777,Europe,Mid-Market,0.034,407.26,satisfaction_score (-1.24); contract_length_months (-0.54); tenure_days (+0.14)
CUST-01275,APAC,Enterprise,0.034,678.25,satisfaction_score (-0.51); tenure_days (-0.49); contract_length_months (-0.45)
CUST-03783,Europe,SMB,0.034,1149.28,tenure_days (-0.59); satisfaction_score (-0.58); contract_length_months (-0.43)
CUST-03015,North America,Mid-Market,0.034,4292.76,contract_length_months (-0.70); satisfaction_score (-0.40); discount_pct (-0.25)
CUST-01722,APAC,SMB,0.034,3162.46,contract_length_months (-0.79); tenure_days (-0.57); satisfaction_score (-0.50)
CUST-00668,North America,Mid-Market,0.034,1529.65,satisfaction_score (-1.17); contract_length_months (-0.38); discount_pct (-0.24)
CUST-00991,Latin America,Mid-Market,0.034,1717.3,satisfaction_score (-0.56); contract_length_months (-0.44); tenure_days (-0.43)
CUST-03132,North America,Enterprise,0.033,994.99,contract_length_months (-0.59); satisfaction_score (-0.59); tenure_days (-0.58)
CUST-00913,North America,Enterprise,0.033,809.64,tenure_days (-0.53); satisfaction_score (-0.45); contract_length_months (-0.43)
CUST-00035,APAC,Enterprise,0.033,449.17,satisfaction_score (-0.66); tenure_days (-0.50); contract_length_months (-0.37)
